vehicle_id,person_id,vin,make,model,model_year,body_style,risk_rating,lob_type,garaging_state,garaging_postal_code
b4bbc068-89f5-37d1-5e99-1329703caea4,b80f51ac-da08-06b9-241f-eb6bac13e068,ZY09TZV60CB148160,Subaru,Forester,2014,SUV,Medium,Commercial,OR,97403
36720de1-8f3d-af85-187c-846e74aaa99a,a58a424c-3c99-bff8-8196-56db640b27eb,WBSWS48GWCLDUR3GX,Toyota,Camry,2021,Sedan,Medium,Personal,OR,97389
2fb808b4-3bc7-aec2-9173-51dd572879ce,81e246ca-20a5-070f-0645-22ca0633558d,W6W0TJTMBBPTU5HSZ,Honda,CR-V,2023,SUV,Medium,Personal,NV,88977
19236384-1e55-0281-c83b-1e9111f7df9c,fca62a21-1c2d-245f-5c06-001c94260d73,459ZT6EJYK8H6ULC8,Honda,Civic,2009,SUV,Medium,Personal,AZ,85141
05c97819-d244-14e4-0323-a9adf5192043,528363c8-3f7b-b0d8-0a3f-a581a5772d79,TCYRR5150D0U3HR04,Subaru,Outback,2018,SUV,Medium,Personal,WA,98377
4d967765-5a2e-c2c9-ad68-49bfb0a60a40,5bf16b34-4cf7-8a30-2388-6cd49ba58eb8,PR6UPSYAEZZ3X2H28,Honda,Accord,2009,SUV,Low,Personal,AZ,85263
22e71412-609f-a683-d438-1d7bcb245d0f,22ca3718-1cca-d313-6c96-92dd3f4cad5f,6C3YHF2ER9UHGMGSK,Subaru,Outback,2021,Sedan,Low,Personal,AZ,85021
96f04d3e-2c69-a8bd-529b-d790672d7688,b825e9a0-8fa7-5e6c-97b5-d71c2de58122,8P1K1D1WHYFWGSK5B,Toyota,RAV4,2023,SUV,High,Commercial,CA,94647
f22dc841-9d7a-deb0-891f-ad802d86fabe,cabd186c-312c-af10-9717-2209625ad656,RTSAP2GTSVEYU9NXW,Honda,CR-V,2015,Sedan,Medium,Personal,AZ,85011
e47e39fb-e68d-f703-b3b9-cd9a3c6a5f63,a32e3cd4-f9e8-a876-2f62-9309f92dd764,MSZYX5AH9ADTTU87U,Ford,Focus,2009,SUV,Medium,Personal,CA,94795
f3a554e6-8867-b54c-98cf-65b2fbf79234,31f79210-76ae-5e74-5a7b-ec5653abf447,Z1360A4B5BSVFK3J9,Ford,Maverick,2011,Sedan,Low,Personal,AZ,85238
3bf3aa9c-0f18-cf1b-1ca9-c11502b5d013,68f086ff-874d-f011-c8bf-e5283f5da188,5FDKF4MYUAGXXCK3G,Toyota,Camry,2011,Truck,High,Commercial,OR,97008
72388d7e-5bd8-ed23-40b1-70a611ddde17,b0812c3c-25a9-8bab-ae4b-42e170e6e7a1,VZ3BE7FL0UCT1UV5C,Ford,Escape,2008,Sedan,Medium,Personal,AZ,85123
527dd02b-69bf-e5a1-de63-65367cabc8d7,6b874a85-0cdb-05cf-820f-252b1ac874f2,NMRYREDZ28H35DUF2,Chevrolet,Malibu,2015,SUV,Medium,Commercial,NV,89024
ac67f535-1614-b774-2e69-5a8a6fe98a93,38629292-593d-7939-cc02-706bddce3c7f,46R1E3A6LYTZW0W4G,Subaru,Forester,2009,Sedan,Medium,Personal,CA,94839
5e27b0f3-8bd6-c50f-7c4d-8ccec9f6be7c,4ae6dc33-fcf3-f3ff-56b3-d8ae0ddec6b7,7A9RCRS3GL7S5ETVC,Subaru,Outback,2021,Sedan,Medium,Personal,CA,94603
9a045269-b602-a6ba-a3b6-15c0fb5beb3c,bc40ba17-c564-6388-3846-86dbde6dbd36,1CC4924J3770GPDRE,Subaru,Forester,2017,SUV,Medium,Commercial,AZ,85254
d6279214-03d6-6bb8-d686-2a15b1e0540d,b713d56e-b09e-b6b5-e3e0-ff3ba1022710,E5DN7336280Z9N9SV,Subaru,Outback,2015,Sedan,Medium,Personal,AZ,85152
26ec00bc-b19d-87b2-edab-64b25fc3c972,ead62946-1923-4ef2-d516-4f243b80d727,NZFTB6YHFH4RUC14K,Chevrolet,Trax,2020,SUV,Low,Personal,AZ,85091
9a9ac055-18ae-f332-b823-2ecdc40dd170,58811320-5e0c-d4e0-9003-33a9215caa6c,MS93KYEKWV9Y5PT9A,Ford,Maverick,2016,SUV,Medium,Personal,CA,94777
13d6e50a-7778-82af-3c5e-2c9db67455e1,e6c69dc0-f28f-c05a-43a7-76b698459790,4JUA5N6TTTP1NA3DG,Subaru,Forester,2017,SUV,High,Commercial,NV,88976
22592fbf-b6ea-2753-2416-9e9346f6abcf,b8081521-3fa2-80ae-a1bb-d8755927485a,YJWG08F22TNEVRK7H,Ford,Focus,2021,SUV,Medium,Personal,OR,97096
ca5965c7-907c-05f0-c614-735ef8f838d6,f095e1fd-f90b-de3b-bdd0-6550b34747ed,M2MC8ZR2F4JEVCK4F,Subaru,Outback,2013,Sedan,Low,Personal,OR,97118
2e3f4695-ba5f-e1f5-8f4e-38d927f28eb9,bbc0b419-fad2-ac7c-f2f9-f0d8226c0a47,SUC9G8JPBRXEPSHEY,Ford,Escape,2014,SUV,Low,Personal,AZ,85239
74acaedc-0ea2-0b59-5fe1-174f49905260,40fe1bfe-f898-dfb5-5334-28d5252af61d,9V8GHGG9RY2EXRVE6,Toyota,Camry,2009,Sedan,Medium,Personal,CA,94658
11a5111c-1d73-76bc-a3e6-e8dc19b27aa2,6db8017d-8db3-70c9-3ce7-c71ce7b8a52a,TMU65ZRSEKW2FS51S,Toyota,Camry,2013,SUV,Medium,Personal,NV,88990
e4ca1ff4-a3bc-8764-89ba-b951198e7e27,bfc7ba57-ab28-b0a2-2405-fae5b01f42db,4MSSJPZLB51D8UH4W,Honda,CR-V,2017,Truck,High,Commercial,AZ,85123
43de7444-bd8c-ee52-06d3-6409bf4b33a8,b9ff95ef-501e-ffa4-e66e-c584e72e3353,BVTC7B09E6JV7SPPR,Toyota,RAV4,2024,SUV,High,Commercial,WA,98338
53923741-4f69-8094-4510-4c395fded4d0,cda1421e-4445-71d4-cad7-5cedd0b407aa,001PEPG1UYKY4YVRT,Honda,CR-V,2009,Truck,Medium,Commercial,AZ,85260
8b13a934-20b6-f823-ed8c-2d091a3f62a3,c64eadb8-6404-1ddd-8fc6-804ede7cf22a,PEBR7UJL42HTXKNZ7,Chevrolet,Trax,2021,Sedan,Low,Personal,NV,89148
d863d06b-d398-783c-bfb4-cb847b74e1aa,d612049f-d6a8-0a56-3553-a370bb229116,N2FT4C2J5B4CWWWCK,Ford,Maverick,2023,SUV,Medium,Personal,OR,97244
647dabe5-bc88-be05-beb0-7b8356ad4028,d4d47074-0811-e404-63c7-40b24fefead1,DBWZLGD93GMDRNDTZ,Chevrolet,Trax,2022,Sedan,Low,Personal,NV,89114
b472e7bd-bfa9-a7ce-6a30-6f11b37af598,3e65bf65-aada-f317-6d78-01b96c5e921a,P91J37XL2TZA8898M,Toyota,Prius,2014,SUV,Medium,Commercial,WA,98232
db216642-0c5b-f491-61c4-88d2ca12d782,7aff78d4-47a0-e9b5-196f-b2d6db553d54,2N52CTKT0TS0NM9MS,Chevrolet,Malibu,2017,Sedan,Medium,Personal,OR,97113
f53d125e-690f-e4ed-3367-f86d72c6b3df,3c85cd0e-35e1-f1a8-5b7f-3a9970c58924,WJBMK48A2SH5XE9SB,Toyota,Prius,2022,Sedan,Medium,Personal,WA,98089
f5696b59-9dcc-2841-d6c1-9860d2825bfc,625a545a-7bca-ded4-ca57-3a13d34b0a54,BHE9ZSWWFK5EM0RAZ,Honda,Accord,2016,Sedan,Low,Personal,WA,98083
5e8726df-0d83-bd7c-538a-58b45e2396ae,6b761955-cd74-60e3-6193-77a3f513f298,6XU0BHWNSWHH98ZVT,Ford,Maverick,2008,SUV,Low,Personal,CA,94926
e51c4030-5fa3-1699-140d-543189a07b88,0bffea66-2b40-1922-dc87-532716c77a2d,HLM5F4W0B3P88K7XZ,Toyota,Camry,2019,Sedan,Low,Personal,OR,97064
c181fc9c-4d97-9798-11c8-c5159d14e82f,316893c9-f185-e281-8da7-f26c040caa7c,YZMCLY5L981JFCZ7R,Chevrolet,Equinox,2009,Truck,High,Commercial,OR,97340
d9683d97-bfcb-a338-dfa2-4f4e029e4ecb,4cc97c06-8ce2-de59-e654-df926d9432bb,JTCKGEHKVMB5KLRBK,Toyota,RAV4,2024,SUV,High,Commercial,AZ,85162
7ff4279f-77dd-64da-17ab-509415c1e766,142e20bc-be4f-9b2e-65be-d95901476e6c,84DWM328PM73LVE9K,Ford,Maverick,2014,Sedan,Low,Personal,WA,98398
e17c9a8b-b470-42b0-e5cc-bac6a3ff64df,4c16034d-1129-e5e7-4ae9-706594897d09,GHNKJW2DGAGCNM0A2,Ford,Escape,2011,Sedan,Low,Personal,CA,94845
99669f06-30ff-23b9-cf28-4014ee8f1bbd,e7c5fc20-556b-794a-7835-fe404efe7b8e,GGZT32L4A8AP4C1FP,Chevrolet,Malibu,2010,Sedan,Medium,Personal,WA,98259
f51b74b0-2f05-7f16-4fa4-976a49ddacaa,15e719ec-416d-6002-12cd-e62ce3defe49,G3N0M0SJJHDMM9ZDU,Ford,Maverick,2020,Sedan,Medium,Personal,OR,97316
49f0b35f-dc40-3f7b-e260-90116697b417,e459a2de-9d3b-3c0f-c7c7-2444413bd432,GD387E2HFRB20YZL2,Honda,Accord,2014,SUV,Medium,Commercial,WA,98336
137d51ca-8e69-20f7-4c1d-ae57669b764b,8e58a569-853e-5552-2a8f-08ae079e088d,9KALPTDPBZZLN3SPX,Ford,Focus,2023,SUV,Low,Personal,NV,89148
45ad92b4-b248-98ca-44db-2e6e99b7ecd4,1311453c-ab46-7217-f3a7-c3b94e716c71,Z331JNPVY8M7YPDZS,Ford,Maverick,2022,Sedan,Low,Personal,NV,89188
ba547040-cb1c-7934-e4ca-f1ec2aa25737,ece89734-450f-fa98-823d-b9cde668a88c,P7UZEXMYGZTGB1UPJ,Honda,Accord,2017,Sedan,Low,Personal,WA,98350
721f00dd-a8b9-b783-357f-8a2bd629ca77,df84c933-4bcc-6c39-747c-aba361aca006,ZYC6B6VU1BAKZF4R2,Chevrolet,Trax,2011,SUV,Low,Personal,WA,98077
425ea7f7-559e-cda0-5b20-2ee0a032ee40,2445220b-cc9a-fc7e-22d6-a553beb14016,ED8UYKNEYMDAUTG8J,Chevrolet,Equinox,2022,SUV,High,Commercial,OR,97173
0ab5e01d-0c3f-f67e-39ad-5cb7291a7816,abf0cfa4-cb39-ff0e-1ad5-fef45c905ab2,DM3J0NV246J9CUP9G,Chevrolet,Equinox,2016,Sedan,Medium,Personal,CA,94673
0d7e5e0e-203f-0763-c4a4-5c039210bbcf,478fece0-fb2c-b572-6aa4-989ea7e5feea,7AEWVVB7Y7301XMRD,Ford,Escape,2013,Sedan,Medium,Personal,OR,97246
197120c0-fca8-b882-51ec-7fb4d50d47ef,a4aa978d-cf11-2d96-6dab-711838927203,AU69ZVSK15HTJ7NDB,Ford,Escape,2014,Sedan,Medium,Personal,OR,97112
e219eef3-a41c-f926-a480-0bf70e584a18,5d2c0b22-0bac-38ef-8114-e551b1db01b5,TVMNRHC1488WRCGZB,Toyota,Prius,2017,SUV,Medium,Personal,WA,98467
1abc0609-b61e-7763-4c47-3004b24f6bd4,bf65b414-05f2-b67b-ffd3-d46cd1047303,0LY2EAP581RR3CYTG,Subaru,Forester,2013,Sedan,Low,Personal,AZ,85292
812feeaa-a1c6-9d7a-0638-05a40c5dc10d,b6a35065-115d-2c69-b301-eb60a7347ad8,4A3XJZLSN576KDRBF,Subaru,Outback,2015,Sedan,Low,Personal,NV,89036
4efe28f7-137a-20fb-c33e-b07703edb5fc,6bdc680d-22a3-8bb1-a379-baf859362fc7,SZ971UAZ34PL133N8,Ford,Focus,2021,Sedan,Low,Personal,WA,98447
424c93d3-76ed-d2f5-6f8d-41efa6588665,7dd2fb2a-51c5-22b6-73aa-61c31381e690,03P2DV8AJ47J40B47,Toyota,Prius,2022,Sedan,Low,Personal,NV,88992
dad20dbc-7413-10db-01fa-de08ad862280,0e7bb071-3ef0-b61c-1153-a55958232622,HMZMMB1GL4MXPFFX3,Subaru,Outback,2017,SUV,Low,Personal,CA,94703
dff5627a-de57-1b99-8b6a-5e814868b36f,d30bee75-727e-dbd0-eca4-a63a53bc3eae,BS6LCWM5FWX3376HH,Chevrolet,Malibu,2020,Truck,Medium,Commercial,WA,98018
be7fa1dc-6c35-1262-9be4-c5faadd11c81,2c022819-4168-01b9-832c-c0bdeeae5c33,RMVWV5B91LNDCPRWT,Subaru,Forester,2020,SUV,Medium,Commercial,AZ,85126
eb5425e1-717b-3b79-37a1-a211358946d4,a862fcb3-bba1-55ad-9927-fbc6ccec2096,Y4R6B5HAUCSJPH1KF,Ford,Maverick,2021,SUV,Low,Personal,OR,97337
622bbb01-176d-cb56-dab7-452c2c199ab1,c3fe704d-1233-1922-d66b-9ec37206081b,AG3WV3LFYUBJZCFDK,Honda,Civic,2021,Sedan,Low,Personal,WA,98591
